4682.0,0.025
4732.0,-0.075
4782.0,-0.174
4832.0,-0.272
4882.0,-0.366
4932.0,-0.458
4982.0,-0.544
5032.0,-0.625
5082.0,-0.7
5132.0,-0.768
5182.0,-0.828
5232.0,-0.88
5282.0,-0.923
5332.0,-0.957
5382.0,-0.981
5432.0,-0.995
5482.0,-1
5532.0,-0.995
5582.0,-0.979
5632.0,-0.954
5682.0,-0.919
5732.0,-0.875
5782.0,-0.823
5832.0,-0.762
5882.0,-0.694
5932.0,-0.618
5982.0,-0.537
6032.0,-0.45
6083.0,-0.358
6133.0,-0.263
6183.0,-0.166
6233.0,-0.066
6283.0,0.034
6333.0,0.133
6383.0,0.232
6433.0,0.327
6483.0,0.42
6533.0,0.509
6583.0,0.592
6633.0,0.67
6683.0,0.74
6733.0,0.804
6783.0,0.859
6833.0,0.906
6883.0,0.944
6933.0,0.972
6983.0,0.991
7033.0,0.999
7084.0,0.998
7134.0,0.987
7184.0,0.966
7234.0,0.935
7284.0,0.895
7334.0,0.846
7384.0,0.788
7434.0,0.723
7484.0,0.65
7534.0,0.571
7584.0,0.486
7634.0,0.397
7684.0,0.303
7734.0,0.206
7784.0,0.108
7834.0,0.008
7884.0,-0.092
7934.0,-0.191
7984.0,-0.288
8034.0,-0.382
8084.0,-0.472
8134.0,-0.558
8185.0,-0.638
8235.0,-0.712
8285.0,-0.778
8335.0,-0.837
8385.0,-0.888
8435.0,-0.929
8485.0,-0.961
8535.0,-0.984
8585.0,-0.997
8635.0,-1
8685.0,-0.993
8735.0,-0.976
8785.0,-0.949
8835.0,-0.913
8885.0,-0.867
8935.0,-0.813
8985.0,-0.751
9035.0,-0.681
9085.0,-0.605
9135.0,-0.522
9185.0,-0.435
9235.0,-0.342
9285.0,-0.247
9335.0,-0.149
9385.0,-0.05
9435.0,0.05
9485.0,0.15
9535.0,0.248
9585.0,0.343
9635.0,0.435
9685.0,0.523
9735.0,0.606
9785.0,0.682
9835.0,0.752
9885.0,0.814
9935.0,0.868
9985.0,0.913
10036.0,0.949
10086.0,0.976
10136.0,0.993
10186.0,1
10236.0,0.997
10286.0,0.984
10336.0,0.961
10386.0,0.929
10436.0,0.887
10486.0,0.837
10536.0,0.778
10586.0,0.711
10636.0,0.637
10686.0,0.557
10736.0,0.472
10786.0,0.381
10836.0,0.287
10886.0,0.19
10936.0,0.091
10986.0,-0.009
11036.0,-0.109
11087.0,-0.207
11137.0,-0.304
11187.0,-0.398
11237.0,-0.487
11287.0,-0.572
11337.0,-0.651
11387.0,-0.723
11437.0,-0.789
11487.0,-0.846
11537.0,-0.895
11587.0,-0.935
11637.0,-0.966
11687.0,-0.987
11737.0,-0.998
11787.0,-0.999
11837.0,-0.99
11887.0,-0.972
11937.0,-0.943
11987.0,-0.906
12037.0,-0.859
12087.0,-0.803
12137.0,-0.74
12187.0,-0.669
12237.0,-0.591
12287.0,-0.508
12337.0,-0.419
12387.0,-0.327
12437.0,-0.231
12487.0,-0.132
12537.0,-0.033
12587.0,0.067
12637.0,0.166
12687.0,0.264
12737.0,0.359
12787.0,0.45
12837.0,0.537
12887.0,0.619
12937.0,0.694
12987.0,0.763
13037.0,0.823
13087.0,0.876
13137.0,0.92
13187.0,0.954
13237.0,0.979
13288.0,0.995
13338.0,1
13388.0,0.995
13438.0,0.981
13488.0,0.956
13538.0,0.922
13588.0,0.879
13638.0,0.827
13688.0,0.767
13738.0,0.699
13788.0,0.624
13838.0,0.543
13888.0,0.457
13938.0,0.366
13988.0,0.271
14038.0,0.173
14088.0,0.074
14138.0,-0.026
14188.0,-0.125
14238.0,-0.224
14288.0,-0.32
14339.0,-0.413
14389.0,-0.502
14439.0,-0.586
14489.0,-0.664
14539.0,-0.735
14589.0,-0.799
14639.0,-0.855
14689.0,-0.903
14739.0,-0.941
14789.0,-0.97
14839.0,-0.989
14889.0,-0.999
14939.0,-0.998
14989.0,-0.988
15039.0,-0.968
15089.0,-0.938
15139.0,-0.898
15189.0,-0.85
15239.0,-0.793
15289.0,-0.728
15340.0,-0.656
15390.0,-0.578
15440.0,-0.493
15490.0,-0.404
15540.0,-0.311
15590.0,-0.214
15640.0,-0.116
15690.0,-0.016
15740.0,0.084
15790.0,0.183
15840.0,0.28
15890.0,0.375
15940.0,0.465
15990.0,0.551
16040.0,0.632
16090.0,0.706
16140.0,0.773
16190.0,0.833
16240.0,0.884
16290.0,0.926
16341.0,0.959
16391.0,0.983
16441.0,0.996
16491.0,1
16541.0,0.994
16591.0,0.977
16641.0,0.951
16691.0,0.916
16741.0,0.871
16791.0,0.818
16841.0,0.756
16891.0,0.687
16941.0,0.611
16991.0,0.529
17041.0,0.442
17091.0,0.35
17141.0,0.255
17191.0,0.157
17241.0,0.057
17291.0,-0.042
17342.0,-0.142
17392.0,-0.24
17442.0,-0.336
17492.0,-0.428
17542.0,-0.516
17592.0,-0.599
17642.0,-0.676
17692.0,-0.746
17742.0,-0.809
17792.0,-0.864
17842.0,-0.91
17892.0,-0.947
17942.0,-0.974
17992.0,-0.992
18042.0,-1
18092.0,-0.997
18142.0,-0.985
18192.0,-0.963
18242.0,-0.932
18292.0,-0.891
18342.0,-0.841
18392.0,-0.783
18442.0,-0.717
18492.0,-0.644
18543.0,-0.564
18593.0,-0.479
18643.0,-0.389
18693.0,-0.295
18743.0,-0.198
18793.0,-0.099
18843.0,0.001
18893.0,0.101
18943.0,0.2
18993.0,0.296
19043.0,0.39
19093.0,0.48
19143.0,0.565
19193.0,0.645
19243.0,0.718
19293.0,0.784
19343.0,0.842
19393.0,0.892
19443.0,0.932
19493.0,0.964
19544.0,0.986
19594.0,0.998
19644.0,1
19694.0,0.992
19744.0,0.974
19794.0,0.946
19844.0,0.909
19894.0,0.863
19944.0,0.808
19994.0,0.745
20044.0,0.675
20094.0,0.598
20144.0,0.515
20194.0,0.427
20244.0,0.334
20294.0,0.238
20344.0,0.14
20394.0,0.041
20444.0,-0.059
20494.0,-0.159
20545.0,-0.256
20595.0,-0.352
20645.0,-0.443
20695.0,-0.531
20745.0,-0.613
20795.0,-0.688
20845.0,-0.757
20895.0,-0.819
20945.0,-0.872
20995.0,-0.917
21045.0,-0.952
21095.0,-0.978
21145.0,-0.994
21195.0,-1
21245.0,-0.996
21295.0,-0.982
21345.0,-0.959
21395.0,-0.925
21445.0,-0.883
21495.0,-0.832
